frame,BL_x,BL_y,TL_x,TL_y,TR_x,TR_y,BR_x,BR_y,VP_x,VP_y,Clss
96,54,271,151,181,658,181,697,270,511,-153,P
97,48,277,153,179,659,177,703,277,512,-156,P
98,47,277,156,181,657,180,700,276,515,-135,P
99,41,283,152,179,658,177,702,281,514,-160,P
100,40,285,156,181,659,179,704,283,519,-144,P
101,43,283,155,182,660,183,701,284,524,-150,P
102,50,276,153,181,659,180,700,275,515,-152,P
103,60,266,155,182,657,182,693,265,517,-138,P
104,57,267,156,179,656,179,692,266,521,-145,P
105,56,267,154,181,659,181,696,266,519,-139,P
106,57,268,156,179,659,177,698,267,518,-146,P
107,56,265,151,184,660,184,695,263,520,-130,P
108,58,269,155,181,660,181,700,268,511,-141,P
109,60,267,151,182,657,181,694,265,509,-152,P
110,68,258,156,179,656,178,691,257,514,-142,P
111,70,256,148,183,660,182,691,254,513,-158,P
112,57,268,154,180,658,180,696,266,513,-145,P
113,65,260,154,182,659,181,695,259,513,-132,P
114,58,270,157,178,657,178,694,270,520,-159,P
115,58,264,157,178,657,177,692,260,523,-139,P
116,56,268,155,182,659,179,695,265,525,-139,P
117,56,270,158,179,658,177,697,269,521,-144,P
118,52,273,149,184,660,183,697,271,518,-154,P
119,58,269,154,184,661,185,697,267,518,-138,P
120,54,273,143,190,662,188,698,270,511,-153,P
121,50,274,151,184,659,184,699,272,512,-137,P
122,47,279,148,183,658,183,701,278,504,-155,P
123,51,274,148,185,661,185,701,274,511,-148,P
124,48,277,150,184,662,182,706,277,510,-144,P
125,46,282,150,184,658,181,702,281,510,-155,P
126,56,270,150,183,658,183,696,271,512,-152,P
127,57,269,153,180,656,179,696,269,509,-150,P
128,72,254,156,179,657,179,690,252,512,-138,P
129,63,262,155,180,658,178,693,260,519,-144,P
130,57,271,148,186,661,184,698,269,513,-154,P
131,61,266,146,187,659,187,692,264,512,-153,P
132,55,270,149,183,660,181,696,271,522,-162,P
133,53,272,153,178,656,178,698,272,507,-154,P
134,51,275,157,178,657,178,698,273,515,-149,P
135,49,276,155,178,659,177,701,275,516,-155,P
136,48,278,156,180,660,179,703,276,515,-145,P
137,57,270,157,178,655,176,697,269,509,-145,P
138,51,275,155,180,656,180,698,271,507,-141,P
139,43,282,157,180,659,180,703,281,518,-143,P
140,46,279,155,181,660,182,701,280,521,-148,P
141,48,279,154,182,657,183,698,278,514,-147,P
142,56,273,156,180,658,179,700,270,507,-146,P
143,56,269,154,181,657,181,695,268,515,-143,P
144,52,273,155,181,658,180,699,272,515,-140,P
145,54,270,157,179,654,176,694,269,518,-139,P
146,42,284,155,180,657,179,700,283,518,-154,P
147,47,283,150,183,659,184,701,281,508,-164,P
148,58,270,159,181,659,180,699,270,518,-135,P
149,56,271,156,181,659,179,695,269,526,-152,P
150,63,263,155,178,655,177,693,263,510,-149,P
151,58,269,155,180,657,182,695,266,509,-144,P
152,58,267,158,179,656,178,697,267,512,-132,P
153,62,264,158,177,657,177,696,262,510,-142,P
154,60,264,158,180,659,180,696,264,521,-131,P
155,59,266,156,179,658,178,696,267,519,-146,P
156,60,263,155,180,657,178,696,263,514,-133,P
157,73,252,156,178,656,176,689,252,517,-143,P
158,72,255,160,181,660,180,689,256,538,-136,P
159,66,258,156,180,658,179,692,257,520,-135,P
160,67,256,155,178,659,177,694,256,517,-142,P
161,76,247,154,180,661,181,690,247,521,-135,P
162,78,249,154,181,659,182,689,249,514,-141,P
163,65,259,157,180,657,178,692,258,521,-132,P
164,62,262,154,180,660,178,694,261,525,-150,P
165,61,265,154,180,658,179,695,265,516,-150,P
166,72,252,155,179,657,177,694,252,505,-128,P
167,77,250,155,177,656,175,692,247,496,-142,P
168,73,251,157,178,657,177,688,249,521,-138,P
169,71,252,153,180,657,179,686,251,525,-146,P
170,70,253,151,180,656,179,688,255,517,-149,P
171,68,255,153,179,660,179,693,255,518,-147,P
172,64,260,157,178,657,179,692,261,519,-141,P
173,64,260,154,182,660,181,693,259,524,-138,P
174,70,256,154,184,660,183,691,255,523,-132,P
175,67,257,151,184,660,184,689,257,529,-144,P
176,62,267,155,182,659,182,696,266,514,-146,P
177,59,268,155,181,659,180,696,266,517,-147,P
178,57,264,154,187,661,185,697,264,526,-108,P
179,52,273,154,181,658,179,698,273,518,-147,P
180,47,279,152,180,658,179,701,278,511,-158,P
181,56,271,153,181,657,179,696,269,513,-153,P
182,54,272,152,183,658,182,697,270,513,-144,P
183,54,273,155,181,656,180,696,270,511,-143,P
184,57,272,156,183,659,182,695,270,524,-147,P
185,54,271,149,186,658,187,694,271,516,-142,P
186,54,271,155,180,658,180,697,271,517,-146,P
187,55,269,156,180,659,178,698,269,521,-141,P
188,63,263,154,181,657,181,691,263,520,-148,P
189,59,262,155,180,657,178,694,262,520,-131,P
190,63,263,153,182,659,182,695,262,513,-142,P
191,59,266,153,181,657,180,695,265,512,-143,P
192,65,261,153,182,658,182,691,261,520,-147,P
193,65,260,155,182,657,181,695,259,508,-123,P
194,65,257,146,188,661,188,691,255,518,-128,P
195,68,260,148,184,659,183,692,259,510,-159,P
196,59,266,151,182,659,181,695,265,516,-151,P
197,55,270,144,191,663,192,695,269,522,-144,P
198,50,273,144,189,660,188,697,273,515,-142,P
199,59,265,140,190,662,190,695,264,509,-151,P
200,64,260,139,193,663,192,693,258,511,-139,P
201,57,269,136,196,665,196,698,267,506,-145,P
202,50,278,128,200,663,202,697,279,498,-170,P
203,50,279,138,196,666,195,700,280,521,-165,P
204,51,272,138,190,663,189,700,271,506,-156,P
205,58,270,136,193,665,193,697,271,512,-178,P
206,50,276,138,196,663,194,697,275,518,-149,P
207,53,274,131,199,665,197,698,272,506,-161,P
208,58,267,131,200,666,201,695,265,508,-146,P
209,62,268,137,197,662,194,696,270,506,-152,P
210,54,271,127,204,668,204,697,271,514,-151,P
211,56,266,124,204,668,203,694,265,517,-154,P
212,50,277,121,212,673,210,704,277,509,-143,P
213,54,273,124,205,669,205,698,272,507,-167,P
214,52,275,131,200,665,199,699,273,503,-153,P
215,50,276,122,209,671,207,699,274,517,-158,P
216,58,267,124,205,670,205,698,265,503,-151,P
217,56,269,126,201,666,200,697,267,498,-160,P
218,55,272,119,214,671,211,698,271,512,-142,P
219,54,271,118,210,670,209,699,268,494,-148,P
220,47,276,110,216,672,215,698,276,510,-164,P
221,47,278,103,226,678,224,703,275,498,-140,P
222,66,258,158,177,656,177,692,257,514,-136,P
223,63,261,151,183,658,181,694,260,512,-136,P
224,68,257,148,187,664,187,695,257,519,-137,P
225,72,255,151,181,658,179,692,252,504,-149,P
226,71,257,151,184,661,183,693,255,514,-147,P
227,64,260,151,181,657,180,694,259,506,-141,P
228,57,269,150,181,661,182,694,269,525,-173,P
229,51,272,147,186,661,185,698,271,518,-146,P
230,61,265,157,179,657,179,693,261,515,-141,P
231,54,272,152,183,659,182,696,273,522,-153,P
232,51,275,151,183,660,181,700,273,515,-151,P
233,63,262,150,182,659,181,693,261,516,-154,P
234,67,261,150,184,658,183,692,262,513,-152,P
235,70,253,153,182,659,181,690,252,521,-132,P
236,68,255,155,180,658,179,689,253,524,-138,P
237,72,254,154,181,659,180,694,255,511,-136,P
238,68,256,154,182,659,182,692,257,520,-132,P
239,66,256,157,180,659,178,691,257,532,-133,P
240,70,256,154,185,661,183,689,255,536,-137,P
241,84,245,150,185,660,185,687,243,508,-140,P
242,75,250,150,184,662,182,690,250,526,-146,P
243,83,243,153,179,659,180,685,243,520,-156,P
244,73,247,150,180,659,180,687,246,521,-142,P
245,73,248,150,181,660,180,688,247,524,-144,P
246,79,246,152,183,660,183,687,246,522,-136,P
247,79,245,154,182,659,182,687,245,521,-126,P
248,83,239,151,182,660,180,686,237,519,-126,P
249,87,239,155,182,660,181,685,237,522,-125,P
250,82,246,149,186,660,187,686,246,515,-141,P
251,66,262,152,183,659,183,695,263,510,-145,P
252,65,262,156,180,658,180,694,262,515,-143,P
253,69,255,151,180,658,179,691,255,514,-152,P
254,63,262,152,181,660,181,693,261,521,-154,P
255,62,263,151,182,657,183,695,263,503,-138,P
256,55,276,147,184,660,183,699,276,508,-177,P
257,64,262,155,180,659,182,692,263,523,-151,P
258,50,275,156,181,658,179,699,272,517,-139,P
259,52,278,150,182,660,184,703,276,499,-159,P
