frame,BL_x,BL_y,TL_x,TL_y,TR_x,TR_y,BR_x,BR_y,VP_x,VP_y,Clss
73,119,184,147,138,548,135,598,186,301,-115,P
74,118,185,150,142,553,141,596,183,320,-86,P
75,118,184,150,135,540,134,598,183,289,-77,P
76,116,191,151,131,537,131,603,190,283,-95,P
77,117,186,149,137,544,137,598,183,290,-78,P
78,116,183,151,132,539,132,596,182,296,-79,P
79,116,184,149,137,543,137,599,181,289,-62,P
80,120,182,146,142,551,140,595,182,301,-96,P
81,120,182,150,133,539,134,594,180,281,-80,P
82,118,183,149,139,547,137,595,181,306,-83,P
83,119,181,149,140,549,141,595,178,296,-60,P
84,119,181,146,141,549,139,597,181,296,-81,P
85,117,185,147,143,551,144,595,186,310,-85,P
86,114,194,146,142,552,141,607,188,286,-85,P
87,118,189,147,141,555,141,605,186,290,-95,P
88,113,193,144,142,553,143,603,190,292,-101,P
89,108,199,140,146,557,144,615,197,289,-100,P
90,104,203,139,146,558,145,620,200,287,-95,P
91,105,202,139,154,564,155,612,202,312,-90,P
92,104,202,135,154,563,153,618,202,291,-87,P
93,98,211,129,158,568,158,626,212,283,-105,P
94,96,219,131,157,565,156,631,217,280,-106,P
95,90,221,130,163,576,163,641,222,301,-84,P
96,86,225,126,160,574,158,641,226,298,-119,P
97,83,228,122,170,584,171,642,223,295,-87,P
98,87,224,126,169,584,168,639,223,316,-98,P
99,88,222,128,162,576,161,635,221,309,-109,P
100,86,220,119,168,583,168,633,218,299,-115,P
101,67,245,104,188,605,187,658,244,310,-129,P
102,68,248,106,192,610,193,664,248,311,-110,P
103,57,268,104,192,606,193,675,267,303,-129,P
104,53,273,97,205,620,206,683,272,307,-119,P
105,55,272,99,207,623,205,681,273,331,-135,P
106,55,271,95,203,618,203,680,269,296,-138,P
107,53,270,104,189,601,188,675,269,307,-133,P
108,48,274,94,198,614,198,684,273,298,-139,P
109,49,274,86,213,628,213,683,275,306,-149,P
110,48,274,84,214,629,216,682,274,299,-144,P
111,46,275,85,208,621,209,682,273,287,-139,P
112,48,274,87,207,621,207,683,274,293,-146,P
113,47,274,87,211,625,212,681,273,306,-133,P
114,51,270,86,205,619,206,681,270,276,-147,P
115,48,275,84,207,620,206,682,275,283,-168,P
116,50,273,89,202,615,204,677,270,282,-149,P
117,50,288,67,255,673,254,698,288,316,-228,P
118,45,289,64,258,671,255,696,288,336,-185,P
119,46,289,59,266,675,266,698,287,268,-103,P
120,123,150,141,104,489,104,554,150,216,-87,P
121,122,151,141,97,476,94,560,151,206,-87,P
122,117,160,139,111,502,110,569,160,230,-91,P
123,109,168,136,113,502,112,576,167,234,-86,P
124,106,175,131,117,505,114,583,175,226,-103,P
125,101,182,130,126,518,124,591,180,241,-88,P
126,100,184,129,127,523,126,589,183,249,-108,P
127,100,182,132,121,511,121,589,181,240,-84,P
128,101,180,130,124,517,123,589,180,242,-92,P
129,102,181,132,122,513,121,590,179,237,-84,P
130,101,180,131,119,511,119,587,178,235,-92,P
131,71,229,109,148,547,145,643,229,237,-124,P
132,65,239,110,150,545,149,654,239,238,-103,P
133,56,245,105,154,550,154,655,244,245,-106,P
134,54,251,103,153,551,152,659,250,243,-127,P
135,36,270,91,167,560,168,670,267,242,-115,P
136,43,262,86,184,584,186,667,263,253,-118,P
137,35,270,82,184,579,181,672,271,254,-130,P
138,40,271,76,202,600,200,676,272,250,-131,P
139,41,274,75,213,611,211,672,271,265,-127,P
140,42,265,75,203,600,202,660,264,261,-146,P
141,46,276,78,214,617,211,679,278,271,-159,P
142,42,280,82,207,611,207,682,279,270,-136,P
143,46,282,82,206,607,205,680,278,251,-150,P
144,42,277,80,207,607,206,679,277,264,-131,P
145,49,274,84,205,606,205,680,273,249,-120,P
146,44,282,84,207,608,204,686,277,259,-121,P
147,39,284,81,210,614,208,687,281,274,-130,P
148,46,281,78,208,612,207,682,281,247,-177,P
149,38,289,48,268,676,268,694,290,279,-217,P
150,113,148,122,108,482,109,541,148,168,-96,P
151,104,156,119,113,483,112,545,154,188,-84,P
152,105,156,122,113,484,113,549,156,197,-76,P
153,97,166,117,120,493,119,557,166,208,-89,P
154,99,165,115,122,496,120,558,164,195,-93,P
155,95,166,116,120,498,120,558,165,213,-92,P
156,85,185,109,133,514,131,581,184,217,-101,P
157,83,188,108,138,520,137,589,186,216,-78,P
158,84,189,105,139,523,137,588,189,210,-111,P
159,80,189,108,130,510,129,586,187,215,-95,P
160,81,188,108,130,507,130,586,187,208,-84,P
161,81,190,107,136,519,135,587,188,219,-96,P
162,62,221,85,172,561,171,619,219,218,-111,P
163,51,229,86,157,535,153,630,229,213,-104,P
164,52,230,83,162,545,163,625,231,211,-118,P
165,36,245,75,177,560,175,640,243,234,-100,P
166,35,258,74,177,560,177,654,258,216,-117,P
167,22,272,55,213,602,212,664,269,241,-119,P
168,21,285,46,233,629,232,680,283,235,-160,P
169,22,281,44,233,629,234,675,278,221,-153,P
170,19,288,39,246,639,246,680,288,235,-165,P
171,16,285,41,237,628,235,675,284,248,-160,P
172,21,282,39,237,625,237,669,279,200,-165,P
173,17,286,38,246,637,247,676,283,233,-125,P
174,18,282,37,239,629,238,669,281,227,-191,P
175,20,279,40,236,628,236,669,280,235,-183,P
176,15,288,40,238,630,237,678,285,237,-156,P
177,19,292,42,245,645,256,676,292,257,-194,P
178,15,287,31,261,651,260,674,287,291,-161,P
179,98,61,110,73,251,23,286,27,35,-2,P
180,99,64,110,78,256,23,287,32,10,-49,P
181,92,145,109,105,237,20,285,31,153,1,P
182,88,163,115,110,264,21,298,32,175,-7,P
183,85,167,109,114,252,23,298,30,156,10,P
184,86,170,110,113,269,27,300,33,155,6,P
185,80,184,108,122,279,29,310,35,160,6,P
186,76,188,109,124,283,28,316,35,170,5,P
187,69,199,108,126,273,29,318,40,172,6,P
188,71,196,106,131,284,29,318,35,171,10,P
189,68,197,105,130,274,27,319,40,177,0,P
190,73,196,108,129,279,30,322,39,171,8,P
191,72,194,107,126,266,27,319,37,167,9,P
192,52,232,99,150,292,32,341,48,186,-1,P
193,47,245,97,155,295,31,350,47,183,0,P
194,42,264,97,159,291,30,351,46,180,0,P
195,38,264,98,162,303,32,361,49,193,0,P
196,46,257,96,167,308,35,364,50,187,3,P
197,58,237,90,169,320,34,369,49,174,-9,P
198,58,230,92,174,324,35,374,53,202,-7,P
199,62,233,89,181,334,42,379,53,180,5,P
200,64,229,84,186,341,37,383,55,184,-29,P
201,65,228,84,189,353,42,393,59,189,-26,P
202,59,241,80,200,347,44,397,58,183,-1,P
203,67,224,81,197,359,44,395,59,195,-22,P
204,59,234,80,194,360,45,394,59,194,-23,P
205,61,233,78,196,359,45,395,57,175,-15,P
206,64,232,77,199,357,45,396,57,161,-14,P
207,63,232,81,192,341,41,397,61,175,-16,P
208,50,278,66,250,398,61,438,81,223,-24,P
209,120,141,129,102,389,57,437,78,162,-41,P
210,114,149,128,108,394,57,446,82,180,-44,P
211,110,153,123,112,398,63,454,86,168,-29,P
212,109,156,122,112,389,55,452,84,168,-43,P
213,102,166,121,117,416,72,467,94,178,-30,P
214,100,169,122,119,414,72,472,98,187,-28,P
215,101,175,125,117,418,68,476,100,195,-52,P
216,95,179,119,123,409,68,481,101,186,-33,P
217,86,190,115,126,425,76,489,111,194,-48,P
218,88,191,113,129,433,78,493,110,186,-52,P
219,85,189,113,128,414,69,495,112,193,-46,P
220,89,187,114,131,425,77,495,110,187,-32,P
221,86,191,114,129,412,67,488,109,195,-50,P
222,89,190,113,129,422,72,498,111,183,-48,P
223,76,224,108,152,501,119,552,154,211,-79,P
224,85,201,110,154,553,156,577,174,235,-81,P
225,96,192,105,160,559,160,577,174,186,-128,P
226,99,184,108,155,558,156,575,175,223,-215,P
227,79,206,99,168,568,168,605,196,232,-84,P
228,72,230,98,172,572,173,607,203,229,-120,P
229,75,220,96,169,573,171,611,203,218,-127,P
230,82,217,97,173,577,172,605,199,216,-176,P
231,61,244,76,203,605,203,651,244,206,-152,P
232,47,255,66,215,617,213,657,255,249,-170,P
233,36,271,64,220,620,220,670,269,258,-133,P
234,34,274,54,233,631,233,672,274,243,-154,P
235,34,276,56,232,630,232,676,276,241,-138,P
236,31,280,58,230,626,230,675,277,251,-127,P
237,29,283,53,232,627,229,678,283,244,-173,P
238,91,156,104,111,467,106,540,157,166,-103,P
239,89,158,103,117,480,116,542,154,168,-73,P
240,84,172,103,123,485,123,556,173,184,-85,P
241,84,172,103,122,486,120,559,170,182,-85,P
242,85,184,110,131,501,131,571,181,208,-76,P
243,86,187,111,132,512,132,585,186,211,-88,P
244,87,195,117,134,516,133,595,192,224,-83,P
245,89,199,117,135,524,134,605,198,221,-102,P
246,86,202,117,136,531,137,616,197,219,-81,P
247,87,216,122,143,547,142,634,216,245,-113,P
248,84,227,121,146,555,146,647,225,243,-121,P
249,80,238,122,151,566,149,667,237,254,-122,P
250,80,236,120,153,563,152,656,233,251,-118,P
251,79,236,124,149,558,146,662,235,258,-110,P
252,78,236,121,152,564,149,659,232,258,-115,P
253,66,247,102,173,584,170,665,244,251,-133,P
254,64,249,100,181,592,179,664,246,263,-126,P
255,63,262,101,190,602,188,678,260,268,-126,P
256,60,269,93,199,605,200,676,272,258,-150,P
257,60,261,91,198,605,195,672,260,258,-141,P
258,55,271,85,208,616,205,684,270,252,-142,P
259,50,280,79,229,635,229,686,281,283,-129,P
260,48,285,76,227,633,225,693,286,260,-154,P
261,39,288,68,231,634,230,688,286,263,-152,P
262,40,285,64,241,644,238,685,282,279,-153,P
263,114,144,124,103,466,102,526,142,172,-93,P
264,111,150,125,107,468,105,533,150,188,-86,P
265,111,149,121,105,466,103,534,149,167,-97,P
266,111,148,120,106,467,105,535,147,160,-80,P
267,114,149,122,109,477,108,535,146,163,-96,P
268,113,150,124,116,491,114,535,150,201,-122,P
269,95,168,116,110,478,111,558,167,188,-88,P
270,95,167,116,113,489,113,565,164,193,-85,P
271,97,166,116,117,492,115,561,165,199,-97,P
272,89,180,112,116,484,115,572,178,188,-95,P
273,88,186,105,131,503,130,580,187,179,-108,P
274,78,198,103,129,498,129,588,195,185,-97,P
275,81,195,106,131,500,126,586,190,196,-99,P
276,72,200,102,129,495,126,591,200,199,-100,P
277,71,197,103,131,499,128,585,194,211,-91,P
278,75,200,100,132,498,129,587,197,188,-107,P
279,64,204,91,134,492,131,579,204,189,-120,P
280,62,205,92,136,495,134,588,208,196,-103,P
281,63,204,95,130,482,128,582,203,190,-89,P
282,63,202,92,136,491,136,576,201,192,-91,P
283,64,205,92,136,493,135,581,205,190,-105,P
284,63,205,92,136,494,135,582,204,191,-99,P
285,65,201,94,136,495,134,577,200,200,-101,P
286,63,202,92,133,486,132,580,200,184,-85,P
287,64,203,93,133,490,132,580,202,190,-101,P
288,65,201,91,134,492,133,576,200,186,-110,P
289,63,202,96,136,494,136,576,198,205,-82,P
290,65,199,92,137,499,136,578,198,195,-99,P
291,64,203,91,140,498,139,581,199,187,-84,P
292,64,200,91,138,494,137,574,203,197,-105,P
293,59,205,90,137,493,136,578,202,195,-93,P
294,64,204,97,132,486,132,581,207,200,-92,P
295,60,203,94,136,492,138,576,202,204,-80,P
296,63,204,93,132,490,129,589,201,186,-91,P
297,60,203,91,135,492,133,583,199,191,-84,P
298,61,203,93,132,488,130,578,204,200,-105,P
299,61,203,93,131,489,131,581,202,194,-96,P
300,64,203,93,130,482,128,581,202,182,-94,P
301,62,202,93,132,485,132,578,199,187,-80,P
302,65,203,91,134,487,131,578,202,181,-104,P
303,64,201,91,135,490,130,575,196,188,-102,P
304,63,200,92,133,484,129,576,199,190,-93,P
305,63,204,91,136,491,135,581,203,186,-94,P
306,62,204,97,132,488,133,578,202,202,-84,P
307,65,203,96,133,491,129,582,206,204,-110,P
308,65,203,95,134,490,132,578,201,196,-98,P
309,60,202,94,134,489,134,578,205,206,-90,P
310,64,204,93,139,501,137,579,200,201,-103,P
311,62,202,94,131,485,131,575,198,192,-86,P
312,61,203,92,136,491,133,578,201,198,-93,P
313,64,205,93,139,495,134,583,204,198,-99,P
314,63,198,90,137,494,135,576,196,190,-88,P
315,63,202,97,129,481,128,575,202,200,-92,P
316,58,206,93,135,487,134,577,207,205,-92,P
317,62,201,89,132,485,131,574,200,181,-103,P
318,62,202,90,140,499,138,576,201,201,-105,P
319,65,202,93,137,494,136,579,201,192,-92,P
320,61,202,95,136,491,134,574,202,213,-93,P
321,63,203,92,135,490,133,579,203,192,-99,P
322,62,200,89,134,485,131,576,200,183,-95,P
323,66,200,93,136,492,134,576,196,188,-89,P
324,63,204,93,136,492,135,577,197,190,-83,P
325,63,200,93,136,493,134,575,198,200,-92,P
326,62,203,93,135,489,133,580,203,196,-90,P
327,62,203,93,136,495,134,576,200,203,-101,P
328,64,201,89,136,492,131,580,202,185,-113,P
329,65,199,92,135,488,132,574,199,190,-97,P
330,63,200,93,135,489,133,574,195,193,-81,P
331,63,200,94,133,488,131,576,196,195,-85,P
332,65,200,92,138,493,136,575,197,190,-87,P
333,62,200,92,136,491,132,570,194,200,-94,P
334,63,199,93,132,493,132,579,200,197,-100,P
335,63,200,94,135,491,134,574,195,197,-80,P
336,61,204,92,136,492,133,577,201,199,-98,P
337,61,203,93,138,495,136,575,198,204,-87,P
338,60,201,92,136,494,136,575,198,202,-87,P
339,65,200,93,136,495,134,575,198,197,-101,P
340,64,201,92,135,487,134,574,201,189,-93,P
341,63,203,92,136,492,136,575,199,190,-90,P
342,66,200,92,136,494,135,575,199,189,-102,P
343,61,202,92,134,492,135,577,199,193,-87,P
344,60,201,93,134,487,132,574,199,202,-87,P
345,63,201,91,137,495,136,575,198,193,-96,P
346,59,203,90,138,496,135,578,198,199,-90,P
347,63,199,94,135,493,133,575,198,205,-94,P
348,63,199,91,135,489,135,573,197,188,-86,P
349,67,201,93,135,491,136,572,202,189,-108,P
350,64,199,92,135,489,133,569,197,195,-100,P
351,65,200,93,137,490,135,574,197,191,-83,P
352,60,201,93,137,495,135,575,199,211,-91,P
353,62,204,96,134,489,129,580,203,209,-98,P
354,65,199,94,139,495,137,575,197,201,-82,P
355,64,201,91,133,491,132,578,199,184,-101,P
356,60,203,94,133,488,133,579,203,201,-87,P
357,63,202,90,136,490,134,578,198,182,-88,P
358,60,200,92,134,488,131,579,199,198,-84,P
359,63,203,94,137,493,135,578,201,201,-90,P
360,64,201,90,138,494,135,577,199,188,-99,P
361,65,200,93,136,490,134,578,197,188,-81,P
362,67,201,96,135,492,133,578,199,196,-92,P
363,63,200,91,137,495,137,575,200,195,-97,P
364,62,200,93,136,489,134,573,199,201,-86,P
