frame,BL_x,BL_y,TL_x,TL_y,TR_x,TR_y,BR_x,BR_y,VP_x,VP_y,Clss
42,121,217,200,127,573,125,643,215,398,-98,P
43,120,215,205,127,575,126,645,215,409,-84,P
44,120,216,201,129,575,129,643,215,403,-87,P
45,119,217,201,127,576,128,643,214,402,-93,P
46,121,217,204,130,574,128,642,217,410,-85,P
47,121,215,201,129,576,129,641,214,406,-91,P
48,120,216,201,129,574,129,643,213,399,-83,P
49,117,217,202,127,571,128,637,217,408,-91,P
50,116,222,202,129,575,129,646,220,404,-89,P
51,120,217,201,131,578,130,643,218,412,-93,P
52,119,215,203,131,575,132,638,215,414,-80,P
53,118,215,200,130,576,129,640,214,411,-88,P
54,121,215,201,128,574,127,641,212,402,-90,P
55,119,216,202,127,576,128,641,215,409,-94,P
56,120,215,202,129,574,127,639,211,408,-87,P
57,120,217,205,129,575,126,643,216,413,-86,P
58,119,218,205,127,574,125,642,213,408,-87,P
59,119,218,203,127,576,129,644,219,407,-94,P
60,121,215,202,130,577,129,640,213,412,-90,P
61,121,215,200,130,577,131,642,214,404,-89,P
62,120,216,198,130,577,132,641,214,400,-92,P
63,121,215,199,129,574,129,643,214,396,-88,P
64,121,216,203,130,575,128,642,214,408,-85,P
65,119,218,201,130,575,129,643,216,404,-87,P
66,121,217,202,130,576,129,644,217,406,-89,P
67,125,216,202,130,575,129,638,215,407,-98,P
68,122,216,201,129,578,128,644,214,405,-95,P
69,122,216,200,130,575,128,643,213,400,-90,P
70,122,217,202,130,576,130,641,217,408,-94,P
71,121,214,201,129,577,130,640,213,408,-90,P
72,123,215,202,129,576,130,642,215,404,-90,P
73,121,214,201,128,573,127,640,215,405,-91,P
74,121,217,200,130,576,129,642,216,405,-95,P
75,120,215,201,131,579,131,643,212,408,-83,P
76,122,217,203,127,576,128,644,217,404,-96,P
77,122,217,204,129,574,127,640,216,410,-92,P
78,120,215,204,128,578,129,646,218,412,-87,P
79,121,214,202,131,578,129,639,211,416,-88,P
80,122,213,201,131,577,130,641,211,408,-83,P
81,121,213,201,129,577,130,636,211,413,-93,P
82,123,216,202,128,576,127,642,215,406,-99,P
83,122,215,202,127,574,127,640,216,406,-97,P
84,120,215,201,131,578,131,640,214,413,-88,P
85,120,215,201,131,576,129,643,216,410,-85,P
86,118,215,201,128,573,128,637,211,406,-86,P
87,120,215,203,128,574,126,642,213,407,-85,P
88,121,215,201,131,577,130,643,214,407,-85,P
89,121,216,203,130,577,129,640,209,408,-85,P
90,118,216,203,128,576,127,643,217,414,-90,P
91,120,216,204,129,575,127,643,215,410,-84,P
92,121,216,200,132,578,130,643,216,410,-91,P
93,121,216,201,131,575,130,641,215,406,-86,P
94,123,216,201,131,577,129,644,218,408,-94,P
95,121,215,200,131,577,130,646,215,402,-83,P
96,122,217,201,130,575,128,644,216,402,-91,P
97,121,217,201,130,575,128,636,214,412,-99,P
98,120,215,203,130,576,130,637,215,417,-89,P
99,121,216,201,130,578,129,642,215,410,-94,P
100,122,215,200,130,575,128,640,213,405,-93,P
101,119,214,203,128,575,126,639,213,416,-90,P
102,119,215,201,131,573,130,638,215,410,-83,P
103,120,214,201,133,579,131,642,213,415,-81,P
104,122,213,200,131,576,129,638,211,410,-89,P
105,119,215,200,129,576,129,640,212,406,-89,P
106,119,219,202,129,576,128,647,219,405,-91,P
107,122,214,201,129,573,128,639,212,403,-88,P
108,122,218,204,129,574,128,640,216,408,-92,P
109,122,214,202,130,575,130,640,211,404,-82,P
110,120,216,202,129,578,129,641,216,414,-95,P
111,122,217,201,127,575,125,643,216,403,-103,P
112,120,215,201,129,577,129,642,215,409,-91,P
113,122,215,202,130,576,129,643,212,403,-83,P
114,124,211,200,130,578,128,637,208,412,-95,P
115,123,213,200,130,576,128,639,210,406,-92,P
116,118,218,203,130,580,129,641,215,420,-94,P
117,119,218,201,129,575,127,644,216,404,-91,P
118,118,214,202,130,582,128,644,212,421,-89,P
119,121,218,199,133,579,129,644,217,411,-98,P
120,119,218,200,127,573,127,640,216,402,-99,P
121,117,215,201,132,577,131,640,215,417,-81,P
122,119,219,201,129,576,128,642,219,410,-100,P
123,123,216,201,129,576,129,643,216,402,-95,P
124,120,215,200,131,578,131,640,215,412,-91,P
125,120,216,200,131,575,130,642,212,401,-82,P
126,121,214,203,130,575,126,642,213,412,-84,P
127,118,217,196,133,579,132,645,212,399,-85,P
128,120,215,199,127,575,127,641,212,400,-96,P
129,120,216,200,131,577,129,643,218,411,-93,P
130,120,216,201,129,576,127,641,211,406,-91,P
131,119,215,200,130,576,130,643,212,402,-81,P
132,121,217,201,129,577,129,643,214,403,-93,P
133,118,215,200,131,577,132,641,213,407,-81,P
134,121,219,202,129,577,128,645,221,409,-101,P
135,119,216,201,131,579,130,645,216,411,-86,P
136,123,216,201,132,576,131,642,215,404,-86,P
137,121,218,202,125,573,123,646,216,397,-98,P
138,121,216,200,129,576,127,642,214,405,-96,P
139,122,216,203,130,576,128,643,215,409,-88,P
140,120,216,200,128,576,129,642,215,403,-95,P
141,124,218,201,128,576,129,644,217,397,-101,P
142,122,216,202,129,575,127,644,217,406,-92,P
143,124,218,203,129,575,128,646,217,399,-91,P
144,121,216,203,128,580,127,648,217,411,-95,P
145,122,218,202,127,576,126,643,216,404,-102,P
146,118,217,202,127,574,127,644,218,405,-90,P
147,121,217,201,128,577,127,643,216,407,-101,P
148,123,214,200,128,577,126,641,215,409,-105,P
149,123,214,202,126,573,125,641,214,402,-96,P
150,119,217,201,128,577,127,645,218,409,-97,P
151,125,216,201,129,577,129,642,215,402,-101,P
152,122,219,201,128,575,129,648,218,392,-92,P
153,120,216,202,129,574,131,635,215,411,-92,P
154,121,219,204,127,578,126,651,218,403,-93,P
155,121,217,200,128,576,126,644,216,403,-100,P
156,121,215,200,129,575,129,638,211,404,-93,P
157,122,214,197,133,580,133,644,213,402,-88,P
158,126,208,201,129,577,130,636,206,407,-87,P
159,123,210,197,129,573,126,634,212,409,-103,P
160,123,214,201,129,578,127,642,214,411,-99,P
161,124,216,200,130,578,129,642,216,406,-103,P
162,122,217,203,129,572,130,641,216,399,-83,P
163,123,218,200,130,577,131,644,216,397,-95,P
164,124,214,200,132,577,132,645,215,400,-83,P
165,124,216,201,131,578,130,643,215,405,-94,P
166,122,213,201,131,576,132,641,214,406,-81,P
167,123,214,199,136,580,134,643,211,406,-76,P
168,123,217,199,131,579,130,641,213,405,-102,P
169,126,214,199,132,580,132,643,214,403,-97,P
170,119,217,202,131,579,133,643,217,411,-85,P
171,121,215,199,130,573,128,637,216,408,-97,P
172,125,216,198,134,579,133,643,217,403,-96,P
173,126,216,203,133,578,134,642,215,405,-84,P
174,120,217,199,133,578,133,643,217,406,-87,P
175,122,217,201,131,576,129,644,214,402,-87,P
176,119,215,199,129,576,128,643,216,406,-93,P
177,120,216,199,131,580,131,641,214,411,-97,P
178,122,216,200,129,577,130,643,216,402,-96,P
179,120,217,199,130,575,130,641,216,402,-93,P
180,122,214,201,129,574,129,638,213,405,-90,P
181,120,217,201,129,574,128,641,216,405,-92,P
182,123,215,200,131,576,132,641,215,402,-89,P
183,122,216,203,131,577,130,643,218,412,-88,P
184,121,215,200,130,576,128,642,213,405,-90,P
185,119,215,200,130,579,130,643,214,410,-90,P
186,123,215,200,131,579,130,640,214,411,-99,P
187,121,219,198,132,579,131,646,219,403,-99,P
188,122,216,203,131,577,130,643,215,409,-85,P
189,120,218,200,130,577,129,643,219,409,-99,P
190,120,216,204,132,580,134,643,214,413,-77,P
191,121,216,202,130,576,131,644,216,403,-83,P
192,120,218,199,129,575,128,645,219,400,-97,P
193,120,215,198,131,575,129,642,216,404,-90,P
194,117,214,203,131,576,130,644,212,410,-68,P
195,124,214,195,131,581,130,640,211,403,-112,P
196,120,214,202,133,578,131,640,212,416,-78,P
197,123,218,200,133,580,132,643,218,410,-98,P
198,120,218,200,131,578,132,645,218,404,-90,P
199,123,217,200,130,576,131,645,218,397,-92,P
200,118,217,200,129,575,129,643,215,402,-87,P
201,122,215,201,130,576,128,643,215,406,-90,P
202,123,215,202,130,578,127,640,214,416,-100,P
203,121,217,200,131,577,130,643,216,405,-92,P
204,121,219,200,132,579,131,643,216,407,-95,P
205,121,217,200,129,578,127,645,217,407,-101,P
206,123,217,198,131,579,131,642,214,401,-101,P
207,122,215,202,128,574,126,642,213,403,-90,P
208,122,216,202,131,576,132,641,215,405,-84,P
209,121,216,199,129,574,129,644,216,396,-90,P
210,122,217,201,132,581,130,650,217,406,-88,P
211,120,213,197,132,579,133,643,211,401,-82,P
212,122,213,195,131,578,128,642,213,403,-102,P
213,119,213,198,129,573,130,634,211,405,-91,P
214,123,216,199,132,578,133,640,215,405,-95,P
215,122,217,201,129,574,128,638,218,409,-102,P
216,124,216,201,133,578,131,642,215,408,-90,P
217,119,216,203,129,579,129,644,215,413,-88,P
218,124,215,198,132,577,132,642,214,398,-92,P
219,125,212,184,143,584,141,639,208,388,-95,P
220,129,207,188,144,585,144,637,205,395,-77,P
221,130,207,191,142,584,141,639,208,401,-81,P
222,129,205,185,142,584,143,634,203,390,-88,P
223,131,203,189,142,585,140,634,202,406,-86,P
224,135,202,191,139,585,138,629,198,407,-104,P
225,132,204,188,142,585,142,632,202,400,-92,P
226,132,202,191,141,585,139,631,201,414,-89,P
227,132,203,190,141,586,141,630,201,411,-95,P
228,128,208,187,141,584,142,636,205,391,-90,P
229,133,204,190,142,583,143,634,201,390,-75,P
230,127,208,183,144,584,144,635,207,391,-93,P
231,130,207,189,146,588,143,632,204,418,-90,P
232,127,204,187,145,585,145,632,205,411,-75,P
233,130,205,188,144,585,145,634,204,399,-77,P
234,132,206,188,142,585,141,639,203,387,-85,P
235,131,206,186,145,589,144,639,206,399,-91,P
236,132,200,181,147,587,147,631,198,391,-80,P
237,130,201,188,146,588,145,632,201,417,-71,P
238,130,205,189,138,580,137,634,204,393,-93,P
239,130,204,186,147,589,146,633,206,417,-88,P
240,132,203,187,143,585,144,634,204,397,-86,P
241,135,201,182,146,588,144,638,203,386,-92,P
242,130,205,181,149,589,149,634,202,392,-82,P
243,129,205,187,144,587,144,634,204,406,-86,P
244,130,203,180,150,590,150,634,205,401,-84,P
245,126,207,186,143,584,142,635,209,406,-91,P
246,127,206,185,143,588,144,638,206,399,-89,P
247,132,200,185,145,586,145,631,198,398,-76,P
248,133,203,185,144,588,143,633,201,399,-98,P
249,133,203,187,142,585,141,633,203,399,-97,P
250,128,203,189,140,586,140,633,204,414,-92,P
251,126,208,193,141,584,141,638,205,405,-71,P
252,129,208,186,144,586,141,635,207,405,-101,P
253,128,206,186,143,586,143,636,208,403,-92,P
254,127,208,186,145,589,143,640,207,404,-87,P
255,132,201,188,147,588,144,633,200,414,-70,P
256,133,204,183,147,591,146,634,203,402,-102,P
257,132,202,191,141,584,138,636,202,405,-80,P
258,133,202,188,146,589,144,635,199,405,-74,P
259,131,207,183,146,587,146,639,208,386,-92,P
260,133,205,185,145,587,144,636,202,388,-89,P
261,131,202,183,144,587,142,633,202,401,-99,P
262,129,205,183,144,588,143,637,207,400,-101,P
263,131,208,178,154,595,151,640,207,396,-96,P
264,131,207,183,147,587,148,631,205,396,-98,P
265,128,208,194,140,581,139,635,205,404,-76,P
266,134,201,191,141,585,141,630,200,409,-88,P
267,135,199,191,140,583,139,628,193,400,-80,P
268,130,205,191,139,584,139,634,203,403,-90,P
269,130,206,189,144,585,143,635,205,403,-80,P
270,130,205,183,148,590,147,636,205,403,-88,P
271,133,206,186,147,587,146,638,209,397,-87,P
272,135,202,184,145,587,145,631,200,392,-96,P
273,132,205,186,145,587,142,634,201,399,-91,P
274,133,207,193,140,580,139,633,208,401,-92,P
275,130,209,191,139,583,136,640,210,400,-100,P
276,133,203,183,146,587,145,634,206,398,-99,P
277,132,206,188,142,584,142,634,206,397,-96,P
278,132,204,188,144,588,146,634,203,401,-84,P
279,127,210,178,153,592,154,639,208,387,-80,P
280,126,209,183,149,590,149,638,208,402,-81,P
281,130,204,192,140,583,139,633,204,410,-85,P
282,131,205,190,142,584,144,634,203,395,-76,P
283,125,214,203,132,578,130,641,214,413,-88,P
284,133,206,182,148,586,148,635,207,385,-92,P
285,136,199,175,153,595,153,633,199,387,-97,P
286,139,199,190,143,587,142,632,196,397,-84,P
287,132,201,183,145,585,144,631,198,391,-83,P
288,130,203,185,144,585,141,635,204,402,-88,P
289,131,204,180,148,589,149,634,204,390,-92,P
290,130,203,187,143,585,144,634,202,397,-78,P
291,129,204,193,139,580,138,636,201,396,-67,P
292,130,203,190,140,582,137,633,202,406,-86,P
293,129,208,186,138,582,137,639,207,384,-105,P
294,131,209,193,141,584,142,640,209,396,-81,P
295,128,208,179,151,590,151,633,206,398,-93,P
296,135,201,186,148,589,148,631,198,401,-75,P
297,130,211,189,141,585,141,638,209,394,-102,P
298,127,206,178,148,590,145,638,206,396,-99,P
299,136,203,183,148,590,146,636,203,393,-97,P
300,130,203,184,146,587,145,633,200,398,-79,P
301,132,204,185,146,586,145,634,204,397,-86,P
302,131,202,187,142,585,142,632,202,403,-89,P
303,129,203,188,142,585,142,635,205,406,-83,P
304,133,204,182,147,589,148,634,204,391,-96,P
305,130,202,185,146,587,146,633,203,405,-78,P
306,131,204,185,143,586,142,633,202,398,-97,P
307,133,200,181,149,590,149,631,200,401,-84,P
308,135,202,188,144,581,142,632,200,389,-75,P
309,130,205,184,146,587,146,635,203,393,-82,P
310,132,204,179,148,589,145,632,205,401,-116,P
311,136,201,177,149,589,147,632,198,376,-103,P
312,135,198,193,139,583,140,627,198,412,-83,P
313,131,204,184,144,588,141,630,199,407,-108,P
314,130,204,193,141,583,140,633,202,409,-75,P
315,127,205,180,143,587,143,635,204,391,-103,P
316,134,203,185,146,587,147,633,202,392,-85,P
317,131,203,189,141,584,140,633,202,403,-87,P
318,129,212,184,146,588,145,641,211,390,-101,P
319,130,207,190,140,585,139,636,209,408,-103,P
320,129,207,190,141,584,139,635,205,405,-91,P
321,129,207,187,143,586,142,636,204,398,-89,P
322,129,208,187,139,580,139,638,210,386,-97,P
323,128,211,191,136,581,136,637,210,396,-108,P
324,122,212,197,133,577,133,636,210,407,-88,P
325,123,214,194,137,583,137,642,215,407,-94,P
326,126,210,191,140,585,140,637,209,408,-93,P
327,129,205,197,138,581,139,634,205,410,-71,P
328,126,208,193,138,582,139,634,207,408,-86,P
329,126,209,195,133,577,134,636,210,400,-92,P
330,127,210,192,137,580,134,637,210,403,-99,P
331,123,212,193,136,582,135,639,213,410,-99,P
332,121,212,194,137,584,136,641,212,414,-89,P
333,124,216,195,134,579,133,644,216,397,-99,P
334,126,210,194,138,581,138,641,210,399,-79,P
335,124,213,194,135,578,134,639,211,398,-92,P
336,130,205,190,141,583,141,632,201,400,-83,P
337,134,205,189,146,587,144,635,203,402,-82,P
338,130,209,180,149,587,146,637,208,388,-100,P
339,129,206,185,144,586,142,634,203,400,-94,P
340,129,207,185,145,587,145,637,206,395,-87,P
341,127,209,189,137,581,136,636,208,397,-104,P
342,132,208,185,145,588,144,637,207,394,-103,P
343,126,208,179,145,587,146,634,205,388,-103,P
344,125,211,187,143,588,142,640,212,408,-99,P
345,126,209,184,144,585,144,639,208,390,-86,P
346,122,212,192,141,583,140,638,211,411,-81,P
347,128,209,188,141,583,142,636,207,392,-90,P
348,123,209,188,145,587,145,638,210,413,-76,P
349,132,209,188,143,586,142,642,210,390,-95,P
350,124,207,189,139,580,137,637,208,402,-83,P
351,130,205,193,140,584,140,632,204,413,-86,P
352,128,204,191,139,585,140,635,201,404,-80,P
353,136,204,191,141,586,139,635,203,402,-100,P
354,133,203,195,139,585,138,634,203,414,-87,P
355,127,212,189,143,586,143,643,213,397,-88,P
356,124,210,184,151,591,150,640,212,413,-74,P
357,127,211,178,154,594,153,642,211,394,-87,P
358,124,216,180,153,593,153,645,214,390,-83,P
359,123,219,187,144,588,144,646,218,396,-100,P
360,121,218,177,151,592,152,644,217,388,-101,P
361,119,219,182,152,592,153,644,220,406,-86,P
362,115,223,185,148,591,147,647,221,409,-92,P
363,120,215,170,160,598,159,641,212,396,-88,P
364,109,231,171,163,600,162,653,231,404,-92,P
365,108,235,175,163,599,161,657,235,406,-85,P
366,99,241,162,166,604,163,659,239,400,-117,P
367,89,261,178,154,595,155,673,261,398,-110,P
368,82,262,170,161,601,163,674,260,400,-102,P
369,82,267,173,162,602,163,678,266,404,-104,P
370,77,274,169,157,599,158,684,276,393,-127,P
371,69,284,169,162,598,159,688,281,395,-113,P
372,67,283,168,163,605,165,687,283,406,-119,P
373,66,284,162,170,609,170,689,282,403,-116,P
374,62,290,163,169,607,167,694,291,404,-119,P
375,61,296,161,171,610,173,697,295,397,-124,P
376,60,291,160,172,610,172,694,290,403,-117,P
377,66,287,158,176,610,175,690,284,398,-113,P
378,65,284,154,177,613,176,690,284,401,-119,P
379,63,287,151,181,618,180,694,286,401,-120,P
380,65,288,148,188,624,186,690,286,413,-131,P
381,69,279,153,182,618,181,690,280,406,-110,P
382,62,292,151,183,617,180,695,291,402,-124,P
383,68,284,152,181,620,182,691,285,405,-129,P
384,68,282,153,183,620,180,688,282,417,-124,P
385,71,281,151,187,622,187,686,280,411,-118,P
386,66,284,148,186,618,185,689,283,400,-115,P
387,70,282,146,191,627,191,688,281,411,-126,P
388,64,284,145,189,622,190,690,285,403,-113,P
389,68,283,150,186,623,185,685,281,418,-131,P
390,71,281,145,190,625,191,686,281,406,-130,P
391,65,284,144,192,627,191,688,284,418,-127,P
392,70,283,145,193,626,194,688,284,407,-121,P
393,68,283,142,192,626,190,691,284,404,-130,P
394,72,279,142,194,628,192,685,279,413,-135,P
395,67,282,138,198,630,196,688,280,409,-122,P
396,67,284,134,201,631,201,687,285,406,-135,P
397,66,280,138,202,637,203,683,275,432,-116,P
398,68,285,133,203,635,203,688,282,404,-138,P
399,66,281,132,207,639,207,687,280,423,-119,P
400,61,287,128,210,640,209,689,285,422,-127,P
401,64,286,125,211,642,211,690,283,409,-138,P
402,72,279,120,219,646,219,682,279,420,-156,P
403,63,283,121,220,648,220,688,280,426,-111,P
404,73,278,115,225,651,228,680,278,423,-163,P
405,66,283,108,231,655,229,687,279,413,-146,P
406,65,286,108,235,658,234,690,285,423,-138,P
407,62,288,101,241,659,239,685,286,436,-162,P
408,61,287,93,248,666,249,685,286,445,-181,P
409,213,136,292,89,607,90,608,134,602,-95,P
410,210,142,287,92,604,90,610,140,581,-98,P
411,205,145,284,95,607,97,613,142,581,-92,P
412,203,149,285,94,609,95,616,148,582,-105,P
413,198,151,282,97,611,99,617,151,588,-99,P
414,194,157,281,96,613,97,621,156,584,-116,P
415,189,160,277,101,614,101,624,160,579,-101,P
416,186,165,276,103,615,102,627,163,574,-102,P
417,185,169,275,104,618,104,630,164,574,-111,P
418,179,171,271,109,619,108,632,170,576,-96,P
419,179,173,267,112,619,112,635,173,564,-93,P
420,167,182,266,111,624,109,638,180,579,-113,P
421,162,189,260,115,627,115,645,187,568,-117,P
422,158,194,263,114,628,113,649,193,567,-117,P
423,153,199,255,120,628,121,650,198,560,-116,P
424,146,203,254,122,630,122,652,202,565,-111,P
425,141,210,249,128,632,127,658,204,554,-103,P
426,136,214,248,130,635,130,663,214,557,-101,P
427,125,226,245,134,637,135,668,224,554,-102,P
428,118,231,237,136,638,136,672,231,548,-112,P
429,115,239,238,140,642,140,675,236,554,-114,P
430,108,243,231,143,644,145,679,241,549,-115,P
431,101,250,226,149,646,147,686,248,544,-107,P
432,93,254,221,150,646,151,687,252,540,-109,P
433,90,269,219,158,651,155,693,266,545,-122,P
434,79,271,212,158,655,155,699,272,548,-127,P
435,74,281,204,164,656,163,700,280,541,-139,P
436,65,288,200,169,658,169,703,287,542,-132,P
437,78,278,194,171,661,171,700,277,542,-150,P
438,79,276,189,177,661,177,705,277,527,-127,P
439,79,273,182,181,663,184,697,269,535,-134,P
440,80,276,173,192,671,193,703,275,540,-139,P
441,69,288,168,195,673,197,708,284,533,-147,P
442,71,289,160,203,678,203,708,285,542,-166,P
443,75,286,152,210,680,210,711,286,528,-161,P
444,75,284,142,218,684,217,712,283,524,-158,P
445,77,285,133,230,691,229,711,279,533,-162,P
446,271,135,360,87,705,89,663,135,1043,-281,P
447,269,138,354,87,708,89,667,137,1083,-350,P
448,258,143,335,100,686,100,673,140,763,-139,P
449,263,144,329,105,685,104,674,143,755,-146,P
450,252,150,336,103,689,105,675,148,768,-138,P
451,247,159,335,104,692,105,679,157,758,-160,P
452,235,165,333,105,695,106,685,164,737,-142,P
453,224,172,329,108,696,110,689,169,724,-132,P
454,219,177,323,113,696,114,692,176,711,-125,P
455,214,185,320,116,697,118,694,184,708,-136,P
456,205,191,319,121,697,122,697,190,-2147483648,-1318630016,P
457,193,200,310,124,697,123,701,199,684,-118,P
458,186,209,306,126,698,126,705,207,675,-129,P
459,172,219,292,133,698,135,712,217,653,-125,P
460,164,230,284,141,700,141,720,230,640,-123,P
461,161,236,281,145,704,146,726,235,637,-124,P
462,159,251,291,151,714,152,735,248,653,-123,P
463,168,252,291,155,724,154,748,248,651,-128,P
464,173,256,293,160,735,162,744,224,688,-156,P
465,238,220,301,170,743,171,749,219,702,-148,P
466,242,221,297,179,748,180,750,218,730,-151,P
467,253,222,296,186,747,187,747,222,-2147483648,-1797892736,P
468,422,115,491,84,745,84,747,113,737,-26,P
469,282,205,207,274,746,206,745,269,752,-227,P
470,209,272,271,213,746,214,746,272,-2147483648,-2043572608,P
471,201,283,263,222,748,221,748,279,-2147483648,-2112846336,P
472,204,282,256,233,749,234,749,282,-2147483648,-2023589888,P
473,203,289,251,245,749,246,747,287,772,-232,P
474,214,286,240,254,747,255,748,286,727,-345,P
475,206,291,228,266,748,268,747,290,776,-356,P
476,392,156,436,125,747,124,748,151,739,-88,P
477,383,162,415,137,748,137,741,162,841,-195,P
478,374,165,435,124,747,163,747,128,-2147483648,-1443390208,P
479,367,164,454,112,749,162,748,113,744,-61,P
480,349,180,449,116,749,178,748,115,745,-73,P
481,339,189,437,122,747,188,746,121,742,-86,P
482,332,196,429,121,747,193,745,119,738,-117,P
483,315,202,424,124,748,124,744,198,761,-117,P
484,302,215,407,134,748,133,747,215,751,-131,P
485,296,228,398,141,746,140,748,227,739,-149,P
486,274,234,389,145,747,145,747,231,-2147483648,-1661965056,P
487,263,247,382,149,747,149,746,245,750,-154,P
488,244,262,370,155,748,154,747,260,751,-168,P
489,334,183,367,155,747,156,749,181,722,-146,P
490,328,184,354,159,748,158,747,182,764,-235,P
491,311,192,345,161,747,161,750,189,711,-172,P
492,300,202,332,169,747,169,749,199,720,-231,P
493,299,200,322,176,746,175,748,198,710,-228,P
494,285,206,313,181,747,180,748,204,731,-192,P
495,271,216,306,188,746,187,750,214,699,-126,P
496,265,222,293,194,749,194,748,219,768,-281,P
497,263,221,285,197,748,197,748,219,-2147483648,-2147483648,P
498,252,229,277,205,748,201,749,229,732,-231,P
499,249,232,272,210,747,209,749,230,707,-206,P
500,247,234,269,209,747,232,745,210,700,-280,P
501,252,231,270,212,747,228,747,213,-2147483648,-2147483648,P
502,396,122,433,103,745,123,748,102,772,-71,P
503,389,124,457,89,737,164,744,123,778,-76,P
504,394,122,463,87,738,167,745,123,775,-71,P
505,396,122,461,88,741,174,743,128,751,-63,P
506,397,124,461,89,741,170,745,126,763,-76,P
507,396,124,462,87,741,170,745,126,763,-81,P
508,396,122,461,87,740,170,744,125,761,-74,P
509,392,125,462,87,745,127,739,167,776,-83,P
510,396,125,461,90,745,125,741,167,763,-72,P
511,394,125,462,86,746,123,741,169,769,-90,P
512,396,125,461,88,746,126,742,171,764,-84,P
513,393,125,461,88,745,124,741,170,762,-75,P
514,390,127,458,88,745,126,741,168,765,-88,P
515,392,126,458,90,746,126,743,165,761,-75,P
516,391,130,460,91,745,128,741,170,764,-80,P
517,385,133,455,90,744,132,743,172,749,-90,P
518,384,133,454,92,742,134,743,171,736,-73,P
519,379,134,451,93,742,132,745,180,729,-65,P
520,375,137,444,95,741,136,743,179,730,-79,P
521,368,138,442,98,739,137,744,183,718,-51,P
522,359,144,435,99,737,143,746,192,700,-57,P
523,357,148,431,100,738,148,746,189,695,-71,P
524,348,153,428,103,740,154,746,196,707,-71,P
525,340,158,422,106,740,158,748,199,695,-67,P
526,334,165,416,109,739,165,748,196,671,-65,P
527,323,171,403,116,741,169,748,196,678,-73,P
528,317,178,402,118,741,118,742,177,736,-117,P
529,306,187,397,123,741,122,744,184,729,-110,P
530,303,192,382,129,741,128,744,190,727,-146,P
531,288,202,381,130,739,130,747,196,708,-123,P
532,274,213,375,133,736,131,746,200,699,-123,P
533,268,213,366,137,736,138,744,198,701,-122,P
534,265,217,357,141,736,143,747,213,692,-135,P
535,287,203,347,147,733,147,745,200,665,-149,P
536,275,208,332,157,732,159,745,206,652,-129,P
537,283,201,326,160,732,162,743,201,645,-144,P
538,279,202,323,163,732,164,744,204,645,-122,P
539,258,219,317,168,734,167,745,214,664,-131,P
540,270,207,305,171,734,172,746,208,624,-157,P
541,250,224,295,181,737,182,747,218,644,-152,P
542,249,222,286,187,737,187,748,219,626,-134,P
543,397,114,457,82,712,84,718,115,687,-40,P
544,386,118,448,82,709,82,717,118,679,-52,P
545,379,123,447,86,709,88,720,126,672,-36,P
546,372,129,441,86,707,87,720,129,663,-52,P
547,363,138,433,93,710,92,724,138,664,-55,P
548,357,136,434,93,706,93,720,136,664,-35,P
549,343,146,420,96,703,97,724,145,640,-46,P
550,335,151,413,100,703,102,725,152,637,-46,P
551,331,155,404,105,703,104,725,154,634,-52,P
552,323,165,398,109,704,108,728,162,628,-62,P
