frame,BL_x,BL_y,TL_x,TL_y,TR_x,TR_y,BR_x,BR_y,VP_x,VP_y,Clss
63,171,223,244,135,623,136,702,223,424,-81,P
64,170,223,243,135,623,135,704,224,424,-83,P
65,171,224,244,132,621,133,704,224,418,-87,P
66,171,221,244,134,622,134,703,222,424,-80,P
67,171,223,243,134,622,133,705,223,420,-84,P
68,171,222,245,135,625,135,702,221,430,-82,P
69,169,223,245,132,621,133,702,223,425,-83,P
70,171,222,244,135,625,136,704,221,424,-79,P
71,172,224,245,132,621,133,705,225,419,-87,P
72,170,223,244,133,622,134,703,222,421,-82,P
73,173,221,243,135,624,137,703,221,418,-80,P
74,170,223,245,134,623,135,703,224,427,-81,P
75,170,222,243,136,626,137,702,222,429,-83,P
76,171,222,243,137,626,137,703,223,429,-82,P
77,172,223,243,135,624,136,704,225,422,-86,P
78,169,224,244,134,624,135,703,224,427,-85,P
79,169,224,243,134,623,135,707,226,421,-82,P
80,167,227,243,131,620,132,708,227,416,-87,P
81,169,223,242,135,622,135,707,224,418,-77,P
82,170,220,241,138,626,137,700,221,432,-82,P
83,174,218,245,134,622,136,698,217,422,-75,P
84,170,221,241,133,620,135,700,222,417,-85,P
85,170,221,240,133,618,132,704,219,408,-78,P
86,169,223,243,133,621,134,704,223,419,-81,P
87,171,226,248,131,619,132,704,225,421,-82,P
88,168,224,244,133,622,135,705,223,420,-77,P
89,169,227,245,132,619,133,704,224,417,-83,P
90,168,226,246,133,622,133,705,226,428,-84,P
91,170,228,248,132,620,134,708,228,419,-78,P
92,172,227,249,130,617,130,706,227,419,-84,P
93,171,224,247,131,619,132,705,224,420,-80,P
94,169,225,247,132,618,132,703,224,423,-77,P
95,169,226,245,132,620,133,706,227,420,-84,P
96,169,227,246,132,618,131,707,227,419,-81,P
97,168,221,242,134,621,134,701,220,423,-78,P
98,168,222,244,135,623,135,701,220,428,-75,P
99,170,223,244,134,620,134,701,222,422,-80,P
100,170,222,243,135,623,136,702,221,422,-78,P
101,167,223,246,134,622,134,703,223,431,-74,P
102,171,223,246,134,622,135,703,222,424,-77,P
103,169,227,243,132,621,132,706,226,417,-91,P
104,168,225,243,133,621,132,703,224,423,-87,P
105,168,223,242,135,623,135,703,223,425,-82,P
106,172,222,246,134,622,136,703,221,421,-74,P
107,168,224,244,134,621,133,703,223,425,-80,P
108,169,225,246,134,623,136,704,225,426,-78,P
109,169,224,243,133,620,133,706,224,417,-80,P
110,169,225,244,133,620,132,702,223,423,-86,P
111,168,224,244,135,624,134,707,225,428,-80,P
112,170,222,239,137,625,138,704,224,419,-84,P
113,171,223,245,134,621,133,703,223,424,-81,P
114,171,224,245,133,621,134,701,221,421,-83,P
115,169,225,246,131,620,130,703,224,426,-88,P
116,169,222,244,131,619,131,702,223,423,-86,P
117,169,221,243,134,622,134,702,221,425,-79,P
118,171,221,243,134,621,135,701,222,421,-81,P
119,171,219,245,134,621,134,702,220,425,-72,P
120,172,220,245,134,622,134,700,219,426,-79,P
121,167,222,244,130,618,130,703,222,421,-81,P
122,170,224,244,133,620,133,703,223,420,-83,P
123,170,224,244,132,620,132,704,224,420,-86,P
124,172,221,242,134,621,134,703,222,417,-83,P
125,175,219,245,134,623,135,699,220,425,-84,P
126,169,225,243,133,620,133,705,225,418,-84,P
127,170,221,243,135,623,135,702,221,425,-79,P
128,173,219,243,137,624,137,701,218,423,-73,P
129,169,220,241,135,621,135,700,219,421,-77,P
130,170,220,242,135,622,135,701,220,423,-78,P
131,171,223,243,135,623,136,703,221,419,-80,P
132,174,220,243,134,621,135,697,218,419,-85,P
133,174,219,241,137,624,139,698,219,419,-80,P
134,171,221,242,134,620,134,701,220,417,-80,P
135,176,218,242,136,625,137,699,218,420,-85,P
136,172,221,243,134,622,134,702,222,422,-85,P
137,173,223,247,132,621,132,705,223,422,-83,P
138,172,220,242,136,626,137,702,220,424,-82,P
139,170,221,242,135,625,137,702,220,422,-80,P
140,172,221,243,134,622,135,701,221,420,-82,P
141,169,224,243,134,623,136,703,224,422,-83,P
142,173,222,245,134,622,134,702,222,423,-83,P
143,171,221,242,135,622,135,702,221,420,-80,P
144,170,224,245,135,623,136,703,222,424,-77,P
145,169,224,242,134,624,133,705,223,423,-89,P
146,172,223,248,133,620,132,702,223,428,-80,P
147,173,221,245,135,623,136,698,223,430,-85,P
148,172,218,243,134,624,134,701,218,425,-81,P
149,170,220,242,134,623,134,701,220,424,-83,P
150,171,222,244,134,624,134,703,221,425,-84,P
151,172,223,244,134,624,135,702,222,423,-87,P
152,169,222,240,134,622,133,704,222,418,-86,P
153,170,223,242,136,626,136,704,222,425,-85,P
154,170,223,243,134,623,134,705,224,423,-85,P
155,169,223,244,134,622,135,701,221,424,-79,P
156,176,221,246,133,621,132,702,221,421,-87,P
157,173,222,247,132,620,133,702,222,422,-80,P
158,169,220,243,134,622,133,701,219,426,-78,P
159,166,224,241,136,624,136,705,223,424,-78,P
160,168,221,242,135,622,134,702,220,425,-77,P
161,172,222,245,133,620,132,702,221,422,-82,P
162,173,221,245,135,622,133,700,219,426,-81,P
163,174,221,245,137,626,136,702,221,430,-81,P
164,171,223,242,134,622,133,703,220,417,-85,P
165,171,220,244,133,622,134,699,218,424,-81,P
166,170,223,244,134,622,133,703,221,423,-81,P
167,170,226,244,133,621,134,706,224,415,-81,P
168,171,222,245,134,621,135,704,223,421,-75,P
169,169,223,242,135,624,137,703,221,420,-79,P
170,172,220,244,135,624,134,701,218,426,-79,P
171,171,223,243,135,625,137,704,222,420,-81,P
172,170,223,243,136,625,136,705,224,426,-82,P
173,168,225,244,135,622,136,705,223,421,-74,P
174,168,224,242,135,623,136,703,222,421,-80,P
175,168,223,241,135,623,136,702,221,420,-80,P
176,171,222,243,134,622,134,701,221,422,-84,P
177,169,223,242,133,621,133,702,223,421,-87,P
178,168,223,243,132,619,130,704,224,423,-86,P
179,173,222,247,132,621,133,701,222,425,-84,P
180,170,222,245,134,624,135,701,221,429,-81,P
181,173,219,244,134,623,133,698,218,428,-86,P
182,173,220,244,134,621,135,702,219,417,-75,P
183,172,219,242,135,622,135,700,216,418,-76,P
184,172,218,243,135,622,135,699,219,425,-77,P
185,171,220,244,135,624,135,699,222,433,-85,P
186,171,223,242,135,624,135,703,223,422,-88,P
187,170,219,243,132,620,132,699,219,424,-83,P
188,171,223,244,132,620,131,705,222,418,-84,P
189,168,224,245,132,619,133,704,222,419,-75,P
190,168,223,244,133,621,134,704,220,419,-74,P
191,167,224,244,135,621,134,702,222,427,-76,P
192,171,224,244,135,624,135,703,221,423,-83,P
193,166,225,243,135,621,135,704,226,425,-77,P
194,168,223,246,132,620,132,704,221,424,-75,P
195,170,228,244,134,624,135,705,227,422,-92,P
196,169,227,244,133,621,134,705,225,418,-85,P
197,174,222,245,133,619,131,701,223,422,-88,P
198,167,225,243,135,623,136,705,224,423,-78,P
199,173,226,243,131,619,131,704,224,410,-95,P
200,167,225,243,134,621,132,703,224,426,-85,P
201,169,225,243,133,622,133,704,224,421,-88,P
202,168,224,243,133,620,135,705,225,417,-78,P
203,167,225,244,133,622,134,705,225,424,-82,P
204,168,224,244,131,617,131,704,225,418,-81,P
205,169,224,245,133,621,132,704,224,426,-83,P
206,170,222,244,135,623,135,703,223,427,-80,P
207,169,221,245,135,623,136,702,221,428,-72,P
208,169,223,243,135,625,137,704,223,424,-80,P
209,169,223,243,133,621,134,704,221,417,-78,P
210,170,224,243,133,621,133,704,222,417,-83,P
211,169,222,245,132,619,132,700,222,426,-82,P
212,171,223,244,134,623,135,702,222,423,-84,P
213,172,220,243,134,622,135,700,220,422,-82,P
214,171,224,243,134,624,135,705,225,421,-88,P
215,172,223,245,133,622,134,704,223,421,-83,P
216,170,223,244,134,622,135,704,222,420,-77,P
217,170,223,243,135,624,136,703,222,423,-81,P
218,170,222,243,133,624,135,703,222,422,-85,P
219,170,221,244,136,624,137,700,222,431,-78,P
220,170,223,243,134,623,135,702,223,423,-85,P
221,169,222,243,135,623,136,702,223,426,-80,P
222,171,222,244,134,623,133,704,224,427,-86,P
223,170,222,245,135,624,135,702,222,430,-79,P
224,170,223,244,134,620,132,703,223,424,-82,P
225,170,223,243,135,623,136,703,222,421,-79,P
226,174,223,245,133,622,135,704,225,419,-87,P
227,172,222,243,134,621,136,702,222,416,-80,P
228,168,225,245,134,622,135,707,226,423,-76,P
229,169,223,244,133,621,132,703,224,426,-85,P
230,169,224,245,132,621,132,703,224,425,-85,P
231,168,223,245,133,621,134,701,223,427,-79,P
232,167,222,243,133,620,133,702,220,422,-76,P
233,170,223,243,133,619,133,702,223,418,-82,P
234,168,223,242,134,622,132,703,221,424,-84,P
235,168,223,241,135,623,137,702,221,419,-79,P
236,168,225,245,133,619,132,706,224,421,-77,P
237,168,225,246,131,620,130,703,223,426,-85,P
238,173,225,247,135,621,133,705,224,424,-80,P
239,171,222,244,132,620,132,705,223,418,-82,P
240,169,223,245,132,620,133,703,224,423,-81,P
241,173,222,246,129,618,129,708,222,412,-82,P
242,171,224,245,132,620,132,704,224,420,-85,P
243,168,222,245,132,620,132,703,222,425,-78,P
244,167,222,246,133,621,131,701,222,435,-79,P
245,173,222,245,133,623,134,703,223,423,-87,P
246,166,225,245,133,622,132,704,225,431,-83,P
247,169,223,246,134,622,135,705,222,424,-71,P
248,170,222,248,132,621,132,701,218,427,-74,P
249,167,223,241,134,622,133,705,224,423,-84,P
250,170,223,245,132,620,132,704,223,421,-81,P
251,168,223,241,136,624,135,703,221,424,-82,P
252,171,225,246,131,620,132,708,222,413,-78,P
253,166,225,242,132,620,133,705,224,417,-82,P
254,169,227,244,133,620,134,709,227,414,-80,P
255,166,224,244,133,621,133,703,224,427,-80,P
256,168,227,244,133,620,133,707,228,420,-84,P
257,171,225,244,132,619,132,704,225,417,-88,P
258,169,226,245,133,621,134,705,227,423,-84,P
259,167,223,242,132,618,133,703,223,416,-79,P
260,169,224,245,132,620,132,703,224,424,-84,P
261,170,223,244,134,622,134,701,220,423,-81,P
262,168,224,242,136,625,135,704,224,428,-85,P
263,168,223,245,130,617,131,703,224,420,-81,P
264,171,222,244,134,621,133,701,222,425,-84,P
265,169,221,244,133,621,133,700,220,426,-80,P
266,171,221,243,132,617,131,703,221,414,-79,P
267,169,223,244,136,622,135,704,224,427,-76,P
268,168,224,242,133,621,134,702,222,419,-84,P
269,166,225,244,131,619,132,706,227,421,-82,P
270,169,227,245,132,619,132,706,226,418,-84,P
271,167,227,245,132,619,131,705,225,422,-83,P
272,168,223,244,132,618,132,702,222,420,-78,P
273,170,224,244,131,618,131,704,223,415,-83,P
274,168,222,244,134,619,134,701,221,423,-73,P
275,168,221,242,134,623,132,708,221,422,-77,P
276,167,225,245,130,617,132,706,226,416,-78,P
277,166,227,242,130,618,131,704,225,415,-90,P
278,167,227,243,132,621,133,706,227,420,-89,P
279,167,226,245,132,619,131,705,225,423,-82,P
280,170,226,245,131,617,131,705,225,415,-84,P
281,170,225,243,130,614,128,704,225,411,-88,P
282,167,224,243,132,620,131,705,222,420,-82,P
283,166,223,244,130,620,129,705,224,426,-87,P
284,166,225,245,132,619,133,705,225,422,-76,P
285,167,224,247,131,618,129,704,223,427,-78,P
286,168,224,246,134,621,134,705,223,425,-72,P
287,170,224,245,132,620,132,704,225,422,-85,P
288,167,226,243,134,621,135,705,225,420,-80,P
289,172,224,245,135,624,135,704,225,426,-85,P
290,170,226,247,132,619,133,708,225,417,-75,P
291,168,224,245,134,623,135,703,222,426,-77,P
292,169,224,243,132,620,131,704,225,422,-90,P
293,171,223,244,132,618,132,704,221,413,-78,P
294,170,224,244,133,622,134,703,223,421,-84,P
295,170,224,247,133,620,135,703,224,423,-75,P
296,168,226,247,133,619,133,705,225,424,-75,P
297,168,224,244,133,622,133,703,224,426,-84,P
298,169,224,246,132,619,132,704,223,422,-78,P
299,169,224,245,130,617,130,702,224,420,-86,P
300,172,222,243,134,621,134,702,221,418,-82,P
301,167,224,242,133,621,134,705,222,417,-79,P
302,167,223,244,134,620,135,703,222,422,-71,P
303,170,224,245,132,618,131,703,223,420,-82,P
304,167,223,244,132,622,133,701,220,425,-81,P
305,168,222,242,134,621,133,700,220,424,-82,P
306,168,223,244,133,620,134,702,220,420,-75,P
307,167,222,242,135,620,134,701,220,423,-74,P
308,171,221,244,134,622,133,698,220,429,-86,P
309,169,222,242,133,620,134,701,222,419,-82,P
310,168,225,245,132,621,133,705,225,423,-82,P
311,168,222,243,134,620,135,704,222,419,-72,P
312,169,221,242,132,619,135,704,223,413,-76,P
313,168,222,244,133,621,134,704,222,422,-75,P
314,169,224,245,134,622,135,703,224,426,-80,P
315,167,224,243,135,622,134,705,225,426,-79,P
316,170,222,243,136,622,135,702,220,423,-76,P
317,167,221,244,134,620,133,700,221,429,-75,P
318,168,222,242,133,620,132,702,221,421,-82,P
319,168,223,242,135,621,137,703,223,418,-74,P
320,168,222,244,135,623,135,703,221,427,-74,P
321,171,222,243,134,621,133,706,221,416,-77,P
322,168,223,244,136,622,135,702,223,429,-75,P
323,167,224,244,133,621,134,705,225,423,-78,P
324,168,221,243,133,618,133,701,222,422,-77,P
325,170,223,243,134,621,135,704,224,419,-80,P
326,167,223,240,134,622,133,700,223,426,-92,P
327,165,224,242,134,622,135,704,222,422,-76,P
328,169,224,243,133,620,132,706,224,418,-82,P
329,168,224,243,132,617,129,703,223,420,-85,P
330,169,222,241,134,621,133,703,223,421,-86,P
331,168,221,242,135,622,136,699,218,423,-75,P
332,169,223,242,136,623,137,702,223,423,-79,P
333,170,222,242,134,622,133,700,222,425,-89,P
334,168,222,244,134,621,133,702,219,424,-74,P
335,171,222,244,136,624,138,701,220,423,-74,P
336,172,220,244,135,624,135,700,217,425,-78,P
337,171,219,243,133,620,133,698,217,421,-79,P
338,167,226,246,133,621,131,704,226,431,-84,P
339,167,226,246,133,619,132,704,224,425,-77,P
340,168,224,246,131,615,129,703,223,421,-77,P
341,168,226,241,134,621,133,706,226,418,-89,P
342,167,226,245,133,621,132,706,226,426,-82,P
343,167,227,241,133,618,133,705,227,414,-86,P
344,166,226,245,134,621,134,704,225,427,-77,P
345,168,224,245,132,617,133,701,221,418,-74,P
346,170,223,245,131,619,131,701,221,421,-84,P
347,169,222,245,131,618,132,703,221,418,-76,P
348,169,222,242,134,621,134,702,221,420,-80,P
349,169,224,242,132,620,132,704,224,417,-88,P
350,170,222,243,133,621,134,704,220,416,-77,P
351,169,225,247,132,621,132,704,225,428,-83,P
352,169,225,245,133,621,134,706,222,417,-75,P
353,167,222,244,133,620,132,701,220,426,-77,P
354,170,223,243,131,618,129,700,224,423,-95,P
355,171,223,246,133,619,133,699,221,424,-80,P
356,169,223,241,133,620,132,703,222,417,-87,P
357,169,224,245,132,620,133,705,225,421,-81,P
358,171,225,244,133,620,133,706,225,416,-83,P
359,169,225,244,131,619,130,704,225,421,-90,P
360,170,226,242,131,619,132,706,227,412,-93,P
361,168,225,244,132,620,132,706,224,419,-82,P
362,167,227,244,132,621,132,707,228,423,-88,P
363,168,225,246,132,619,131,705,225,424,-80,P
364,170,226,245,133,621,135,704,224,418,-81,P
365,168,225,247,131,617,132,705,225,420,-74,P
366,170,226,247,132,620,131,707,227,424,-84,P
367,169,226,244,133,619,134,707,227,416,-80,P
368,170,224,245,132,620,132,703,223,421,-83,P
369,170,225,244,132,620,133,705,223,415,-82,P
370,170,226,245,131,619,132,704,226,418,-88,P
371,166,226,245,131,618,131,709,224,416,-74,P
372,169,225,243,132,620,134,705,225,415,-84,P
373,171,223,242,134,621,136,700,222,417,-85,P
374,169,226,245,133,621,133,704,226,424,-86,P
375,169,224,245,132,620,132,703,223,423,-83,P
376,170,225,244,133,621,133,706,225,419,-84,P
377,168,225,245,131,621,131,705,225,424,-87,P
378,171,227,244,133,621,134,707,227,415,-87,P
379,168,226,244,132,619,132,706,226,418,-83,P
380,169,225,245,133,621,134,704,226,424,-83,P
381,168,226,243,131,620,132,706,226,417,-89,P
382,170,226,246,131,618,131,708,227,417,-82,P
383,168,226,244,133,622,133,709,229,423,-86,P
384,169,225,245,133,622,134,707,227,423,-82,P
385,170,225,242,134,623,134,707,225,417,-87,P
386,168,226,244,132,620,132,708,226,418,-83,P
387,169,225,244,132,620,132,704,224,420,-86,P
388,166,223,246,129,615,129,705,222,418,-73,P
389,170,224,245,130,616,129,703,222,416,-84,P
390,171,222,243,131,621,131,704,222,418,-90,P
391,172,224,244,134,623,134,705,222,419,-84,P
392,167,226,244,130,618,130,706,225,417,-85,P
393,168,224,243,131,620,130,703,222,421,-89,P
394,171,225,242,131,618,130,705,222,409,-90,P
395,168,223,244,131,618,129,702,221,422,-84,P
396,172,222,248,133,622,134,700,221,430,-80,P
397,169,220,244,134,617,132,697,220,427,-75,P
398,171,223,243,134,620,133,701,221,419,-83,P
399,172,219,244,133,624,135,699,217,424,-82,P
400,171,225,242,133,619,134,704,225,412,-87,P
401,168,220,240,136,623,136,700,219,423,-77,P
402,171,222,243,135,624,136,702,222,424,-83,P
403,171,219,243,134,622,134,699,217,423,-78,P
404,172,221,240,136,624,135,703,221,419,-87,P
405,172,221,240,134,622,136,700,221,414,-88,P
406,172,222,241,135,624,135,702,221,419,-89,P
407,170,220,243,138,627,139,700,220,433,-75,P
408,170,221,243,136,623,135,702,219,424,-74,P
409,172,221,242,136,622,135,705,221,417,-76,P
410,172,218,242,136,622,136,697,218,425,-78,P
411,170,222,246,133,621,131,702,222,430,-82,P
412,169,222,243,132,620,132,702,223,422,-85,P
413,168,222,244,134,622,133,700,220,429,-80,P
414,169,220,241,135,622,135,703,221,421,-77,P
415,170,224,242,134,621,133,705,223,417,-84,P
416,168,221,245,133,622,133,703,221,428,-76,P
417,170,219,245,133,622,134,699,219,429,-77,P
418,169,221,243,133,621,134,701,220,422,-79,P
419,171,219,242,134,623,135,700,218,422,-81,P
420,170,221,242,135,624,136,701,222,426,-84,P
421,173,220,243,134,619,132,700,217,417,-79,P
422,170,222,244,134,622,132,701,221,428,-84,P
423,169,221,246,132,619,131,703,220,424,-73,P
424,171,216,243,133,624,134,698,216,429,-81,P
425,171,219,241,135,623,133,699,220,428,-89,P
426,168,222,244,134,621,132,702,222,429,-80,P
427,169,222,243,136,625,136,703,221,427,-77,P
428,170,223,246,133,621,133,705,223,424,-77,P
429,170,222,239,137,625,138,703,223,419,-84,P
430,170,221,242,134,622,134,703,221,420,-81,P
431,172,219,241,136,624,137,702,219,419,-78,P
432,169,223,242,135,624,135,704,223,424,-84,P
433,171,221,242,135,624,134,701,221,426,-87,P
434,173,223,244,133,621,132,705,224,419,-88,P
435,170,223,242,135,623,135,704,225,423,-86,P
436,174,219,243,132,620,132,699,219,418,-88,P
437,172,222,243,132,620,133,703,222,415,-86,P
438,172,220,243,135,622,134,699,220,426,-84,P
439,170,221,247,133,623,133,701,221,433,-79,P
440,168,222,243,135,622,134,701,221,428,-79,P
441,169,221,244,135,625,134,699,219,435,-84,P
442,172,218,243,136,624,136,701,219,426,-75,P
443,172,221,243,136,623,138,701,219,418,-73,P
444,168,222,244,134,619,132,700,220,426,-76,P
445,169,223,244,132,617,130,704,222,418,-79,P
446,170,222,241,135,623,135,704,220,417,-80,P
447,167,224,243,134,621,133,704,224,425,-81,P
448,169,223,241,135,622,135,707,220,412,-74,P
449,171,220,243,135,624,133,702,220,428,-83,P
450,173,223,243,135,623,135,705,223,417,-83,P
451,169,223,243,132,620,131,704,222,420,-85,P
452,167,223,243,133,620,134,703,222,420,-76,P
453,169,222,244,133,621,132,703,223,426,-82,P
454,170,223,243,133,622,132,703,224,425,-91,P
455,168,225,244,134,621,133,705,223,422,-79,P
456,169,227,242,131,620,130,706,224,413,-93,P
457,172,222,241,132,621,133,702,224,416,-96,P
458,170,225,243,132,620,130,705,224,419,-92,P
459,170,223,240,132,619,132,703,222,411,-90,P
460,174,216,239,135,626,135,699,214,418,-88,P
461,171,221,240,136,624,137,702,220,417,-82,P
462,173,223,247,133,620,132,705,222,421,-78,P
463,169,220,242,131,620,131,702,219,418,-83,P
464,171,224,243,134,623,133,702,224,425,-93,P
465,173,221,242,135,623,133,700,220,424,-91,P
466,170,220,243,135,624,134,701,219,428,-80,P
467,171,223,241,133,625,134,703,221,418,-94,P
468,170,225,245,134,622,132,704,223,425,-84,P
469,167,224,243,133,621,132,705,223,422,-81,P
470,169,224,244,132,621,133,705,225,421,-85,P
471,169,226,243,131,618,129,706,226,417,-92,P
472,170,224,244,131,620,131,703,223,420,-90,P
473,170,223,245,132,621,133,703,223,423,-83,P
474,170,221,243,133,621,133,700,220,423,-83,P
475,168,225,246,133,621,133,706,224,424,-76,P
476,168,222,243,134,622,134,702,224,428,-83,P
477,172,223,243,134,622,134,705,223,417,-84,P
478,169,220,242,136,624,137,700,218,425,-74,P
479,171,222,241,136,625,135,702,221,424,-88,P
480,169,224,242,133,622,135,703,223,418,-86,P
481,171,222,246,133,620,134,705,221,418,-71,P
482,170,222,243,131,621,131,702,221,421,-90,P
483,170,223,244,133,620,134,705,224,418,-78,P
484,170,224,246,132,620,133,702,223,423,-82,P
485,169,225,243,133,620,133,703,222,417,-83,P
486,170,225,244,134,622,133,706,223,420,-82,P
487,169,224,241,134,624,135,704,221,417,-86,P
488,169,223,242,137,625,136,702,222,428,-82,P
489,166,226,245,133,622,133,707,227,427,-81,P
490,172,224,245,129,617,128,706,224,414,-90,P
491,170,222,242,133,621,132,703,221,419,-85,P
492,170,222,242,135,623,135,703,222,422,-82,P
493,171,223,246,132,619,130,701,221,425,-85,P
494,167,223,241,131,618,129,704,223,418,-89,P
495,166,224,241,134,623,134,701,222,426,-88,P
496,167,223,242,130,617,129,705,223,415,-84,P
497,169,226,245,132,620,134,705,225,418,-81,P
498,167,224,242,133,621,131,705,221,420,-82,P
499,170,222,242,135,622,135,699,218,421,-81,P
500,170,223,243,134,619,134,703,222,416,-76,P
501,168,222,240,131,618,132,703,220,409,-82,P
502,169,224,242,131,619,130,701,224,420,-95,P
503,168,224,246,130,615,129,704,224,419,-78,P
504,170,224,246,133,624,133,707,225,427,-83,P
505,168,224,244,133,620,133,703,222,421,-78,P
506,166,225,243,135,623,134,703,224,429,-82,P
507,168,224,244,132,624,133,707,221,420,-81,P
508,165,225,240,132,618,130,706,225,416,-86,P
509,168,225,242,133,621,134,707,226,416,-83,P
510,170,226,244,130,617,131,705,225,412,-87,P
511,171,225,245,131,619,131,704,224,418,-88,P
512,170,225,244,133,623,131,708,223,421,-87,P
513,168,225,244,134,623,135,707,225,422,-79,P
514,167,226,243,136,624,136,705,228,429,-84,P
515,169,229,244,137,626,136,711,228,423,-82,P
516,166,228,242,137,628,138,709,228,427,-84,P
517,166,229,242,138,629,138,710,230,430,-87,P
518,163,237,241,138,628,137,719,237,421,-90,P
519,164,236,237,141,629,140,715,236,418,-94,P
520,158,240,237,142,633,142,718,240,427,-93,P
521,158,241,233,142,628,140,720,242,414,-96,P
522,153,251,231,145,637,143,731,250,416,-106,P
523,147,257,233,146,634,145,733,255,418,-92,P
524,147,262,232,151,638,151,736,263,421,-95,P
525,139,269,227,152,641,153,742,268,417,-100,P
526,137,272,225,155,640,156,742,271,415,-97,P
527,149,249,219,160,646,158,725,249,422,-98,P
528,148,252,212,166,653,167,729,251,410,-100,P
529,141,262,212,165,650,166,734,262,411,-106,P
530,142,264,209,175,658,171,737,263,420,-105,P
531,132,268,200,179,662,179,739,268,416,-103,P
532,132,276,196,185,667,185,745,275,406,-113,P
533,133,272,192,189,672,189,741,272,413,-121,P
534,129,274,186,194,675,195,740,272,409,-118,P
535,126,282,182,201,682,203,747,279,404,-120,P
536,125,282,175,207,684,207,746,281,400,-130,P
537,126,286,167,221,698,219,747,280,401,-149,P
538,122,288,161,230,706,229,748,283,414,-146,P
539,128,280,155,240,715,240,746,277,404,-128,P
540,234,133,272,86,561,87,614,133,390,-59,P
541,227,140,268,92,569,93,620,140,400,-62,P
542,224,147,266,96,573,97,629,147,395,-60,P
543,215,155,263,96,571,96,636,154,392,-62,P
544,209,161,257,104,580,104,641,161,399,-64,P
545,205,168,254,107,581,106,648,170,396,-69,P
546,196,180,250,109,585,110,658,180,390,-75,P
547,185,190,245,113,588,113,665,191,396,-80,P
548,178,200,235,123,597,125,669,199,390,-86,P
549,165,209,228,128,600,128,678,206,390,-80,P
550,156,217,222,134,607,134,688,217,394,-82,P
551,147,231,214,144,615,144,696,231,395,-91,P
552,126,263,208,149,622,149,723,262,392,-106,P
553,119,271,201,158,628,157,731,272,392,-105,P
554,109,285,194,167,639,167,740,282,394,-110,P
555,112,281,186,177,648,178,736,281,395,-116,P
